ResponseId,MID,treatment,t1,t2,t3,t4,t1n,t2n,average score,best_tip,best_tips,best_tip_open,post_diff,post_similar,post_age,post_gender,post_edu,post_strategy,post_strategy2,post_prioritize,post_change2,Group #,Dim. 1,Dim. 2 (Advantage),Dim. 3 (Explanation),Dim. 4 (Negative / Positive)
R_8Ic3EXtG9WooqpX,A149BQE6Q6H4N2,t1,38,41,41,40,27,22,34.83333333,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy,Neither easy nor difficult,Once in a while,32,Female,4 year degree,I had to learn who was faster at which tasks and made sure to assign tasks to the correct person.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I left most of the cooking and preparation work to the chefs. The server did some preparation and cooking, but I made sure to assign plating to the server.",The server had to do some of the cooking and prep work.,2,,,,N0
R_8pQQQ80xyHS83M5,A1LSFPPDGORPB0,t1,35,36,36,38,23,23,31.83333333,Keep everyone busy at all time / Do not leave anyone idle,"Server shouldn't cook / Sous-Chef should do all cooking,Server should chop only in the first tick,Keep everyone busy at all time / Do not leave anyone idle",Adjust as needed,Moderately difficult,Never,23,Female,4 year degree,Adjust as needed. Was confused if people could do two tasks at once,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Based on speed, though speed changed per round",Fewer people to spread the tasks around to.,2,,,,N0
R_8qdAKZbsQwUt7Mt,A2IZ9FXMOW9LVQ,t1,35,35,38,39,24,23,32.33333333,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,use server to plate,Slightly difficult,Never,44,Male,4 year degree,trying to make sure everyone was doing the lowest tick work possible,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",lower tick tasks to lower tier workers,try and give server minimal task and keep available for plating,3,P4,A2,E0,N0
R_9yrdcJH9Nyaz9WV,A3H3SP9J563UW2,t1,42,36,38,34,24,20,32.33333333,Server and Sous-Chef should cook two times each,Server and Sous-Chef should cook two times each,Server should cook twice,Slightly difficult,Once in a while,23,Male,Some college,I tried to keep all of the workers busy with a task and figuring out if/when they should have a break so that they'd be available to do a task they're suited for.,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to keep tasks like cooking to workers who can do it in less time but sometimes that worker would be occupied so I'd assign it to someone else and then the original worker can do something else after they are done.,The sous-chef can finish many tasks while the server cooks,3,K2,D0,E0,N0
R_AA1oRkZ1i4VfA5j,A1FPKTMP6ZVFZ0,t1,37,39,39,34,21,22,32,Server and Sous-Chef should cook two times each,Server and Sous-Chef should cook two times each,server should cook twice,Slightly difficult,2-3 times a week,40,Male,Some college,optimize time,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",assigne based on abilaty,every one multitasks,3,K2,D0,E0,N0
R_Ab96VL0D33SlsTn,A2UOSEPGNUITM8,t1,35,40,34,34,25,20,31.33333333,Server should plate three times / Sous-Chef should plate once,"Server and Sous-Chef should cook two times each,Server should plate three times / Sous-Chef should plate once",Let the Sous-Chef do the chopping.,Slightly easy,Never,27,Male,Some college,I tried to gauge the worker's skills first and then did some simple math to figure out what to do next.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I calculated the ticks and tried to work to the workers' particular strengths.,I thought that the sous-chef should probably be chopping and I wanted to try to use the server's fast plating as much as possible.,3,C4,A1,E0,N0
R_BVWFN8y7rUM2wYV,A13MW922XD6IHK,t1,44,37,42,36,26,25,35,Server and Sous-Chef should cook two times each,Server should chop once / Sous-Chef should chop three times,Let the Sous-Chef plate,Neither easy nor difficult,2-3 times a week,27,Male,4 year degree,Think about the main roles of the people,Keep all workers busy,Highly,do it accordingly,3,P4,D2,E0,N0
R_BWbwwiykDgkKmat,A3F9G3VPRP21TA,t1,39,36,35,37,22,21,31.66666667,Sous-Chef should chop twice before starting to cook,Server should chop once / Sous-Chef should chop three times,the server shoudl do all the plating,Slightly easy,Once in a while,23,Female,4 year degree,i toko the hints grreately into consideration,"Intentionally leave some workers idle,Assign the same task to the same worker,Assign as many tasks as possible to one worker",some tasks I added up how long it would take the server and the sous chef to do,"I used the sous chef more for the cooking ,and used the server for the less cooking extensive tasks",3,P4,A2,E0,N0
R_BsLNZy9cphoZQNb,AZZVQ6Z2JYKV4,t1,39,37,38,37,21,23,32.5,Server should do all plating / Sous-Chef shouldn't plate,Server should chop only in the first tick,i think the server should cook twice tip was good,Slightly difficult,Never,23,Female,4 year degree,I didn't really have a strategy. Just follow the tip shown and click away,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",The server plated dishes the quickest. The chef cooked and chopped the quickest. The sous chef was somewhere in between. I wanted to give a task to whoever could do it quickest,I didn't really,3,K2,O2,E0,N0
R_BsuMnCrhCARTKDL,A3JCWV0B4T0LW9,t1,40,35,40,35,20,20,31.66666667,Server should chop only in the first tick,"Server should chop only in the first tick,Keep everyone busy at all time / Do not leave anyone idle",The existing tip was helpful,Slightly difficult,Once in a while,19,Male,Some college,"I tried to always have workers doing a task that suits them, and balance the time of waiting vs the time saved by having a different worker do the tasks","Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Have the chef cook, the sous chef could do anything, and prioritize the server doing plating","I tried to get the server to cook more, but I struggled somewhat",3,K2,O2,E0,N0
R_C8N97VcyZjsmkSt,A2OX8TSRCU6NKD,t1,38,38,36,38,22,25,32.83333333,Server should plate three times / Sous-Chef should plate once,Server should plate three times / Sous-Chef should plate once,sous-chef can also plate,Moderately difficult,Never,54,Female,Professional degree,trying to assign ticks evenly so they finished in the earliest amount of time,Keep all workers busy,I prioritize based on when teach task had to be done before the ext one,I varied the tasks more,3,M1,D2,E0,N0
R_DAizuyAA6pyjG3D,A3PLJF78SGCOBY,t1,38,36,36,37,20,20,31.16666667,Sous-Chef should chop twice before starting to cook,"Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick,Sous-Chef should chop twice before starting to cook,Keep everyone busy at all time / Do not leave anyone idle",Go slow when clicking to the next tick make sure everyone is doing what you need them to do,Moderately difficult,Never,49,Female,4 year degree,At first it was to give the correct job to the right employee. But then it was trying to figure out who could do what faster. But still that didn't work when in the last couple of rounds the server should cook twice. Thats where it got even more complicated and my ADD had me accidently do a tick without assigning a job to the sous-chef. That was frustrating,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","Oh, I think I just answered that. Not sure how these questions are different. In case my answers I'll separated, I'll cut and paste. At first it was to give the correct job to the right employee. But then it was trying to figure out who could do what faster. But still that didn't work when in the last couple of rounds the server should cook twice. Thats where it got even more complicated and my ADD had me accidently do a tick without assigning a job to the sous-chef. That was frustrating.",Everyone had to do everything,2,,,,N0
R_DV8DPipSHvSV8R3,A3RZ2HTOVC2SNA,t1,35,34,34,40,25,25,32.16666667,Server should plate once / Sous-Chef should plate three times,"Server shouldn't cook / Sous-Chef should do all cooking,Keep everyone busy at all time / Do not leave anyone idle",Let the Sous-Chef cook once while the server is cooking.,Slightly difficult,Never,22,Female,4 year degree,Learn what each one was good at!,Keep all workers busy,I tried to give people what they were best at.,It was easier to keep track of the people and their strengths.,3,K1,"A0, D0",E0,N0
R_O8oqwcVlIuiw7eh,A1HPB1RJTRKAWJ,t1,39,38,40,38,22,21,33,Server and Sous-Chef should cook two times each,Server and Sous-Chef should cook two times each,Have server cook twice,Moderately difficult,Once in a while,56,Female,4 year degree,No strategy. I found it a bit confusing,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",It was difficult to figure out who did what best aside from the tip.,Everyone had to do a little of everything.,3,K2,D0,E0,N0
R_OI47bmntRiU1Hbz,ADTIO3A6TM9CG,t1,36,35,38,34,28,28,33.16666667,Server should cook once / Sous-Chef should cook three times,Server and Sous-Chef should cook two times each,Cooking is the limiter,Slightly easy,Once a month,22,Male,4 year degree,Trying to make it so there was always something going at all times.,"Keep all workers busy,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I saw who did stuff quickest and tried to make sure they did those tasks the most.,Had to get timing better so people finish around the same time,1,,,,
R_PRO73Z03EgV7ycF,A1JR1MJO1PQUYG,t1,36,34,34,34,24,24,31,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should cook two times each,Keep everyone busy at all time / Do not leave anyone idle",Let the Server cook twice. Don't let anyone be idle when there's only two employees.,Slightly easy,Never,22,Male,High school graduate,Try to find out what each employee specializes in early and then lean into these strengths.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Tried to calculate if giving every employee work was faster than letting them be idle.,"I found out what each employee was good at, then leaned into it.",3,K2,D0,E0,N0
R_QnAbZYBcH59K6pb,A3PAM78YZZC0S9,t1,35,38,38,35,20,20,31,Server should plate three times / Sous-Chef should plate once,Server should cook once / Sous-Chef should cook three times,Strategically leave a work idle,Moderately difficult,Once in a while,37,Male,2 year degree,Give the right job to the right person more maximum efficiency,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","Chef for cooking, sous chef for chopping, and server for plating for the first rounds, then trying to pick you was more efficient for each task when it was just the sous chef and server",I tried to determine if leaving a work idle for a tick was beneficial,2,,,,N0
R_RDlIKsDsro5NItP,A1HC39RSB4KT2E,t1,38,36,36,38,25,20,32.16666667,Server should chop three times / Sous-Chef should chop once,Server and Sous-Chef should chop two times each,Don't be afraid to leave a worker idle for a round,Slightly easy,Once a month,21,Male,Some college,Try to never have someone doing nothing,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I always let the most skilled worker do the harder tasks,I experimented with the server working on prep work,2,,,,N1
R_RKxYi2v04K1qLlv,A28383IVH4N87G,t1,41,37,36,38,25,21,33,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Server should do all plating / Sous-Chef shouldn't plate",Have the server do all plating,Neither easy nor difficult,Never,23,Female,4 year degree,To try to figure out which people performed which tasks the best and assigned them to those tasks.,Learn who is faster at what first and then assign task to worker who does it the fastest.,Based off of which tasks they can perform the best and which was best for time.,Kept all workers busy.,3,P4,A2,E0,N0
R_Ra7oAlZzGLU2TRL,A3JM112NCVN0T2,t1,39,36,38,38,29,26,34.33333333,Server should plate once / Sous-Chef should plate three times,"Server should chop once / Sous-Chef should chop three times,Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once,Server should do all plating / Sous-Chef shouldn't plate",Server should plate,Slightly difficult,Once in a while,21,Female,2 year degree,Figure out which worker does in different tasks.,"Keep all workers busy,Assign the same task to the same worker,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Bases on time and management.,Balance the tasks,3,P4,A2,E0,N0
R_RlYsKie4YzitUMp,A1KFEGPJ7PUGII,t1,38,38,38,36,25,20,32.5,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook / Sous-Chef should do all cooking,Server shouldn't cook,Slightly difficult,Once in a while,20,Female,Some college,Tried to assign tasks to the worker that would take the shortest time to perform it.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to make sure every worker had a task at all times,I had to be more strategic in assigning tasks to the workers strengths when there were less of them,3,K0,D0,E0,N1
R_Rw8kNyyKYZWzkhr,A1MGVFHWRNARLU,t1,36,38,38,37,23,26,33,Server should do all plating / Sous-Chef shouldn't plate,"Server shouldn't cook / Sous-Chef should do all cooking,Keep everyone busy at all time / Do not leave anyone idle",don't let the server cook.,Slightly difficult,Never,36,Female,4 year degree,trying to use time vs. skills.,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","using server to plate, using chef to cook when available.",I had to think more strategically. but also needed to keep both workers working at all times to make progress,3,K0,D0,E0,N1
R_RzgRdvjHGhXr7nb,A2APG8MSLJ6G2K,t1,37,37,34,34,25,34,33.5,Server should plate once / Sous-Chef should plate three times,Server should plate once / Sous-Chef should plate three times,Keep server cooking as much as possible.,Slightly difficult,Never,69,Female,Some college,Cliks different so had to keep my eye on who did what.,"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.","Mostly from the tips, longer jobs to the server who had to do 2 cookings.",Follow the tip first..,3,K4,D0,E0,N0
R_T1oYMarW4P8Qr6h,A1US1UNHW59ESW,t1,39,38,38,39,23,22,33.16666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Use your server for every task,Slightly difficult,Never,76,Female,Some college,Share the load and give the harder tasks to the most experienced,Learn who is faster at what first and then assign task to worker who does it the fastest.,By how much they had left to do and how hard the task was,I still kept everyone busy but assigned according to difficulty of task,3,M1,O1,E0,N0
R_T4SePSD4DmC3ksh,A3JX5WINGY8PEM,t1,37,34,34,34,21,20,30,Server and Sous-Chef should cook two times each,"Server and Sous-Chef should cook two times each,Server should chop only in the first tick",Server should cook twice.,Slightly difficult,Once in a while,30,Male,Doctorate,"I tested to find out how long each worker took to complete each given action. I then tried to optimize the ordering so that workers were not sitting idle, and were most able to use their optimal task.","Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","I mostly tried to keep workers moving, and also tried to allocate optimal actions to each worker.","I finished identifying the remaining action times so that I could re-optimize. I also allowed workers to complete less than optimal tasks, due to the lack of workers.",3,K2,D0,E0,N0
R_T6JXuQD2ho37egx,A33R136ZAFFDE3,t1,36,34,34,34,24,20,30.33333333,Server should chop only in the first tick,"Server should chop once / Sous-Chef should chop three times,Server and Sous-Chef should plate two times each,Server should chop only in the first tick",I think the server cooking twice is probably the best hint possible. Having the sous chef chop whenever possible would probably be effective as well.,Moderately easy,Never,30,Female,2 year degree,Follow the tip and always have one of my employees working on a task.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","First I would go by the tip, after ignoring it one round I realized it was necessary to succeed. Second I would go by their level of speed.","I found it easier when there were only 2 workers. The tip about server cooking twice gave me significant hints about who should be doing what. With 3 employees, there was more room for my own choices which could potentially be wrong.",3,"K2, C4","A1, D0",E0,N0
R_We3jTjFvLN8hRap,A223BBAD3U6QFR,t1,38,43,36,38,20,20,32.5,Server should cook once / Sous-Chef should cook three times,"Server and Sous-Chef should cook two times each,Server should plate three times / Sous-Chef should plate once",Evenly divide up the cooking,Slightly difficult,Once in a while,38,Female,4 year degree,I wanted to spread out the server cooking because that is their lowest skill of all.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to give the server multiple small jobs,I knew more responsibility would have to fall on the server,2,,,,N0
R_XSqLh16WrIrovMB,A7ARLVESOUAOL,t1,36,38,35,34,24,21,31.33333333,Server and Sous-Chef should cook two times each,"Server should chop once / Sous-Chef should chop three times,Sous-Chef should chop twice before starting to cook,Keep everyone busy at all time / Do not leave anyone idle",Server should cook twice,Neither easy nor difficult,Once a week,30,Male,4 year degree,I wanted the bonus so I focused on strategy,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",Used their skill set effectively,I made sure both were busy,3,K2,D0,E0,N0
R_XoEfxfWvLu2dznr,A1WJX9D6ZD92EK,t1,40,44,43,43,30,29,38.16666667,Server and Sous-Chef should chop two times each,Server and Sous-Chef should chop two times each,good,Moderately easy,Once a month,32,Male,Professional degree,"from there, you can make informed choices and implement your strategy",Intentionally leave some workers idle,"When looking at how to prioritize tasks best, ask which one of the quadrants they best fit in: Urgent and Important","no, i follow introduction",1,,,,
R_Xq6sSA2dE7mrmox,A3ROHIADTIXS7C,t1,36,36,38,38,20,20,31.33333333,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,Sous-Chef should only cook once,Moderately difficult,Never,29,Female,Some college,I think I actually got worse as I went on. I followed the instructions if they made sense and tried out different options to see who was more efficient at what job.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","I tried to keep everyone working at all times, unless there was a task that took much longer for the open employee. Then I would wait to assign it to the more efficient one.",Some workers had to do tasks they were less efficient at so the team wouldn't fall behind.,3,K1,A0,E0,N0
R_Z1Vsm4PSayOGWTD,A1ZMX2K3ZYAYD7,t1,37,40,38,37,23,20,32.5,Server should plate three times / Sous-Chef should plate once,Server should plate three times / Sous-Chef should plate once,Strategically idle each worker,Slightly easy,Once in a while,22,Female,4 year degree,Figuring out who did what well and making sure no one's time was wasted (ie: letting the chef plate),"Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",The server took too long so i tried not to get them caught up in things that would be too much for them.,I tried strategically idling workers,2,,,,N0
R_Z3NmskHmrQ3XNcJ,AXULFAOQVVYJS,t1,38,38,38,35,26,20,32.5,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick,Keep everyone busy at all time / Do not leave anyone idle","Server should only cook once, and plate often",Slightly difficult,Once in a while,22,Female,4 year degree,Try to remember how many ticks each person took and time it so someone would always be doing something that they were best at.,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",Sous Chef needed to be able to cook,I tried to never have the server cooking,3,"K1, P4","A2, D0",E0,N0
R_ZzenunmVfxi4tbP,A2DSVJO85VY2TF,t1,38,39,38,39,23,21,33,Server should cook three times / Sous-Chef should cook once,"Server should chop once / Sous-Chef should chop three times,Sous-Chef should chop twice before starting to cook",Make the sous-chef be the main work horse and let the server plate only and cook when needed.,Slightly difficult,Never,24,Male,4 year degree,Use the sous-chef as much as possible.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to prioritize to the best of my ability the workers that I believed played well to each individual strength of the worker.,I had to not rely on the chef nearly as much and make the sous-chef my main worker.,3,M1,D1,E0,N0
R_a9GQNLJO18Wfdo5,A8BGHKGBA8O33,t1,38,40,38,38,24,20,33,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,Let the chef cook and the server serve.,Neither easy nor difficult,Never,32,Male,4 year degree,I tried to limit my ticks.,Learn who is faster at what first and then assign task to worker who does it the fastest.,I looked at what the worker did best and tried to add that job to them.,I kept the same strategy.,3,K4,A0,E0,N0
R_bIMYCTYOSqEwKZP,A29VTPJZUONSEG,t1,44,38,42,39,22,23,34.66666667,Keep everyone busy at all time / Do not leave anyone idle,Keep everyone busy at all time / Do not leave anyone idle,EACH WORKER HAS TO DO EVERY JOB.,Neither easy nor difficult,Never,30,Female,4 year degree,TO GIVE THE JOB DUTIES TO THE RIGHT WORKER SO THEY HAD TO PERFORM LESS TICKS,"Keep all workers busy,Assign the same task to the same worker",I TRIED TO WORK THROUGH THEIR STRENGTHS BUT SOME OF THEM NEEDED TO DO TASKS THEY DON'T NORMALLY DO SO THEY COULD HELP OUT THE TEAM.,HAD TO GIVE THE SOUS CHEF MOST OF THE DUTIES I WOULD ASSIGN TO THE CHEF,2,,,,
R_cMDjJD22aNvCch3,A3N1AJWCS8MPKH,t1,35,38,37,41,29,31,35.16666667,Server should cook once / Sous-Chef should cook three times,Server and Sous-Chef should chop two times each,good cooking,Moderately easy,Once in a while,29,Female,4 year degree,keep intentionally,Assign the same task to the same worker,no,4,1,,,,
R_eJQBiO90iCajndD,A3SYE2NNXTNHUW,t1,43,39,47,41,28,24,37,Server shouldn't cook / Sous-Chef should do all cooking,"Server and Sous-Chef should chop two times each,Server should chop three times / Sous-Chef should chop once",Let the sous-chef do the cooking,Extremely difficult,Never,35,Female,Professional degree,Try to have everyone doing a task that suits their strength but also have nobody idle,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.","Again, play to each workers strengths",I would pay more attention to who did what sooner,3,K4,A0,E0,N0
R_eVdojWlbbrNoHvj,A2I4EJ54DIE3B5,t1,44,46,48,50,37,25,41.66666667,Keep everyone busy at all time / Do not leave anyone idle,"Server should chop once / Sous-Chef should chop three times,Server should cook three times / Sous-Chef should cook once,Keep everyone busy at all time / Do not leave anyone idle",only have sous chef plate,Moderately difficult,Never,45,Female,Some college,to look at the numbers beside the server to se if they could do more work,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",I looked at what tips were available,I wouldn't change it,3,P4,D2,E0,N0
R_eX50rUyYLBeIOkN,A1UHSRAOKNLIB,t1,38,39,40,36,23,23,33.16666667,Server should cook once / Sous-Chef should cook three times,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",Sous-chef should do more cooking & server should do more prep/plating,Slightly difficult,Never,23,Female,4 year degree,Tried to assign tasks based on what I thought each workers' strengths were and to make it so neither worker wasn't ever not utilized,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to give cooking tasks to the chef or sous-chef and plating things or prep things to the server,Had to distribute some tasks I'd normally save for the chef to the sous chef or the server. I found it was more effective to give the sous chef the cooking tasks.,3,"K4, P4","A0, A2",E0,N0
R_p4sfJxLqaAUMX29,A19JJ2RIRTWJOT,t1,38,38,38,38,26,25,33.83333333,Keep everyone busy at all time / Do not leave anyone idle,Server should do all plating / Sous-Chef shouldn't plate,have the sous chef cook,Slightly difficult,Never,36,Female,4 year degree,Utilize the tasks,Keep all workers busy,From what I thought they should be doing,managed the different skills,3,K4,A0,E0,N0
R_pKMObqNkekOqN9L,A1NZY7X64EW2S,t1,39,42,35,35,25,22,33,Server and Sous-Chef should plate two times each,Server and Sous-Chef should plate two times each,Let the server cook early.,Moderately easy,Never,38,Male,4 year degree,Give the difficult tasks to the server first.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Leave the speedy tasks for later.,Follow the tips that were given and remember the amount of ticks per task.,3,M1,D0,E0,N0
R_pLhZ9V5b5L6lDC9,A9DHPCN8SZR0J,t1,36,38,34,34,23,24,31.5,Server and Sous-Chef should cook two times each,Server and Sous-Chef should cook two times each,I think server need to cook twice is the best tip,Slightly difficult,Never,36,Female,4 year degree,Follow the instruction.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Give works to who can to faster.,I followed the instruction,3,K2,D0,E0,N0
R_pcpvhKWHIYzyD73,A2EDER9628S0A,t1,38,40,38,39,25,20,33.33333333,Server should cook once / Sous-Chef should cook three times,Server should cook once / Sous-Chef should cook three times,I do not know how to make it work better. I have no tips to make it in less than 38.,Extremely difficult,Never,54,Female,Some college,Could not figure out a strategy that worked.,"Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to use the person that did it the fastest for each chore.,Try to use the fastest worker on the chores they do best at.,1,,,,
R_sNmZGctaDluZeWl,A144GIHDF7X5AQ,t1,36,38,40,36,20,20,31.66666667,Server should plate three times / Sous-Chef should plate once,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",Leave a worker idle at least once,Slightly easy,Once a month,27,Female,4 year degree,Trying to look at the balance between someone waiting a turn to get a task they're better at (or at least not slow at),"Keep all workers busy,Intentionally leave some workers idle,Learn who is faster at what first and then assign task to worker who does it the fastest.",Tried to give things that took higher ticks to the chef or sous chef,Leaving someone idle was harder to justify,2,,,,N0
R_sUuRB21yZZXGmNX,A2K63KW39UU3JO,t1,38,36,38,36,21,20,31.5,Keep everyone busy at all time / Do not leave anyone idle,"Server and Sous-Chef should chop two times each,Server should cook once / Sous-Chef should cook three times,Keep everyone busy at all time / Do not leave anyone idle",servers should plate,Moderately easy,Once in a while,24,Female,Professional degree,play to the workers strengths but that didnt work as well without the chef,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",I tried to make sure someone was always doing something but wanted to play to their strengths,I tried to but it didnt work well,3,P4,A2,E0,N0
R_solrKqcpVp4FFpD,A33ULO78HT2W4J,t1,38,38,38,38,23,21,32.66666667,Server should plate three times / Sous-Chef should plate once,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once",server should plate most,Slightly difficult,Once a week,37,Female,4 year degree,Have the people perform the tasks they were most efficient at to maximize the amount of orders.,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",The workers should do what they are fastest at but sometimes they needed to do a task they were a little slower at in order to get everything done.,I tried to make sure the server helped with some of the chopping and tried to get the server to cook when it would make the most sense.,3,P4,A2,E0,N0
R_szAsXDSxS5O0HlL,A2S8F5VO8BTOJE,t1,38,48,39,39,25,22,35.16666667,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server should plate three times / Sous-Chef should plate once,Keep everyone busy at all time / Do not leave anyone idle",do not allow the server to cook,Extremely easy,Never,26,Male,High school graduate,let the server do the easiest jobs cause it always took him the longest,"Assign the same task to the same worker,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",gave chef most cause he worked fast then sous chef then the server,tried to make sure server didn't cook meet,3,K0,D0,E0,N1
R_szXwz0MKupI9DVL,A1V5WK1X3P0T6V,t1,38,38,38,36,22,22,32.33333333,Server should cook once / Sous-Chef should cook three times,"Server shouldn't cook / Sous-Chef should do all cooking,Server should cook once / Sous-Chef should cook three times",Server should plate,Moderately difficult,Never,23,Female,4 year degree,try to always have someone doing something,"Keep all workers busy,Assign as many tasks as possible to one worker,Learn who is faster at what first and then assign task to worker who does it the fastest.",How fast they were to perform,Still tried to keep everyone busy.,3,P4,A2,E0,N0
R_tRMnCBtLRdfBntD,A2ZTMI00MJZMV5,t1,39,38,38,39,23,21,33,Server shouldn't cook / Sous-Chef should do all cooking,"Server and Sous-Chef should chop two times each,Server shouldn't cook / Sous-Chef should do all cooking",Let the server cook.,Slightly difficult,Once a week,20,Male,Some college,Listen to the tips.,Keep all workers busy,Based on what they can do and what the tips tell us.,Round 3 and 5,3,K4,D0,E0,N0
R_uh4nPLDvnpvT6sV,A3LOM02LYT3NI4,t1,38,38,36,38,20,25,32.5,Server shouldn't cook / Sous-Chef should do all cooking,"Server shouldn't cook / Sous-Chef should do all cooking,Server and Sous-Chef should plate two times each",cook- sous-chef and plate - server,Slightly difficult,Never,47,Male,High school graduate,assign job to correct person,"Keep all workers busy,Learn who is faster at what first and then assign task to worker who does it the fastest.",choose job for correct person,no,3,"K4, P4","A0, A2",E0,N0
R_ux39WZVWOuVNyh3,A1TTFE7OTLIJW8,t1,42,36,35,38,26,21,33,Server should chop once / Sous-Chef should chop three times,"Server should cook once / Sous-Chef should cook three times,Server should plate three times / Sous-Chef should plate once,Server should chop only in the first tick",Try not to leave anyone idle.,Slightly difficult,Once a month,32,Male,Professional degree,Try to stagger things so that even if I have to use a less efficient person they'll still finish around when a more efficient person finished a harder task.,"Keep all workers busy,Intentionally leave some workers idle,Assign the same task to the same worker,Learn who is faster at what first and then assign task to worker who does it the fastest.","Chef did as much cooking as possible, sous-chef did as much prep as possible, and server did as little cooking as possible.","I had to be ok with assigning less efficient work, so I tried to balance longer jobs with less efficient jobs.",2,,,,N1
R_vTP83gkeV4aDBMl,A2T3CZWA6Y8BU3,t1,48,41,38,37,28,26,36.33333333,Server should chop once / Sous-Chef should chop three times,Server should chop once / Sous-Chef should chop three times,The server should cook twice,Moderately difficult,Once in a while,27,Female,2 year degree,assign workers their strengths.,Learn who is faster at what first and then assign task to worker who does it the fastest.,more difficult tasks went to more skilled workers.,I assigned more tasks to the sous chef,3,K2,D0,E0,N0
